L,N,sample,delta,model,sharp_tail,abel_tail,richardson_tail_k1,m_eff,scaled_cutoff_tau,clean_mode_count,born_mean_formula,born_variance_formula
8,64,288,1.25,born,0.005216258871338672,0.00453701303932663,0.0038776709189777755,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,289,0.625,exact,7.800390278314185e-05,0.0011734247431745186,0.0013519690363564681,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,289,0.625,born,4.929536022044929e-06,0.0007673070694328761,0.0010025910987952772,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,289,1.25,exact,0.004457527068632588,0.0040922284894555115,0.0033726183977381844,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,289,1.25,born,0.0035499671629503683,0.0029829688193223937,0.002599874217466106,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,290,0.625,exact,0.0013940932085419796,0.0011014009718224881,0.001443396674783149,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,290,0.625,born,0.001943597250638763,0.0011988123444804342,0.0013877435721286505,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,290,1.25,exact,0.0024456850834209077,0.004143421885603428,0.003593546228811693,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,290,1.25,born,0.0032943203099952507,0.0037446735886608245,0.0033196549098791937,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,291,0.625,exact,0.0012838832809279415,0.0014904624762687492,0.001816377113064503,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,291,0.625,born,0.0008175879309559297,0.0011544033406636638,0.0015362503524136357,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,291,1.25,exact,0.006036851359129333,0.004986184389108789,0.004508841846135172,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,291,1.25,born,0.005247020344000291,0.0041587530478740704,0.003928906925453206,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,292,0.625,exact,0.0014898591583683732,0.0011217462800431175,0.001223716952330677,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,292,0.625,born,0.001917190839540594,0.0010751455749014162,0.0011587438347184648,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,292,1.25,exact,0.0037291020643236104,0.0031075985363792284,0.0028932895507612897,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,292,1.25,born,0.0035485810451381,0.0028200379294808916,0.0027125786481688972,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,293,0.625,exact,0.0003216888453829959,0.0008599345272763603,0.0011693301270906552,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,293,0.625,born,0.0002736597003170488,0.0005906286105599687,0.0009223515990582941,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,293,1.25,exact,0.003105146595953662,0.0032863203940472637,0.003029869778430328,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,293,1.25,born,0.0019004751022319325,0.0025183269049623425,0.0024670153317123506,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,294,0.625,exact,0.001116935627864406,0.0009442250571020926,0.0012666369613306783,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,294,0.625,born,0.0015577445855194255,0.0010211273320722028,0.0013061992385298559,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,294,1.25,exact,0.0023773662676815997,0.003342357074080856,0.0031945761286506125,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,294,1.25,born,0.0032348889588020946,0.0033198051790202473,0.0032437515065750913,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,295,0.625,exact,0.0014122239253584765,0.0016745437859335534,0.0018031623648123638,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,295,0.625,born,0.0014709137898797923,0.0011963471743579195,0.001437416499242096,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,295,1.25,exact,0.006100384598125849,0.005154962635842167,0.004337758496670491,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,295,1.25,born,0.003815506338055728,0.0038954093555905573,0.00353052956054175,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,296,0.625,exact,0.00037098367495091576,0.0008567991769341041,0.0012044596090922258,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,296,0.625,born,0.00045434132501534036,0.000875773409594578,0.0012158728491943637,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,296,1.25,exact,0.0022138862014529784,0.0035283309517220546,0.0031375159652691277,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,296,1.25,born,0.003104278680103305,0.003498066880908902,0.0031525250583338293,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,297,0.625,exact,0.004763071448079334,0.0024800487244687275,0.002302171466178294,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,297,0.625,born,0.0049311470635373875,0.002408665070154404,0.0022829198030790993,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,297,1.25,exact,0.005321556652975445,0.005711107949208494,0.004903463523096349,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,297,1.25,born,0.006234694335739062,0.005842243245817257,0.004996142878098965,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,298,0.625,exact,0.0014082701962964865,0.001066755535189532,0.0012868177271637092,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,298,0.625,born,0.0009484941316230637,0.0007881672986478028,0.0010796393367521475,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,298,1.25,exact,0.0037978237495676255,0.0031714242139065647,0.0031711343922472277,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,298,1.25,born,0.002931812634553297,0.0026021003126315374,0.0027751821852427844,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,299,0.625,exact,0.005665909993424241,0.0030837343810731603,0.002631156604696432,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,299,0.625,born,0.007750767982752593,0.0035239104789031874,0.0028468642085201553,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,299,1.25,exact,0.009159422944883804,0.006754039843503351,0.0054909384335066905,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,299,1.25,born,0.010017077694110402,0.007007575862424177,0.005710161542415807,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,300,0.625,exact,0.006385119396274421,0.0037605640893724223,0.0031548084756791678,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,300,0.625,born,0.005319006478512287,0.0029298362118250014,0.002543325200298348,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,300,1.25,exact,0.01178830553593917,0.007932901937009752,0.006509623055779431,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,300,1.25,born,0.01032381642082741,0.006422436596160107,0.005406143047801756,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,301,0.625,exact,5.102084298269647e-05,0.00028303360226242746,0.0006871713750345063,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,301,0.625,born,0.00024489595071187144,0.0002894516259391284,0.000659041490880503,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,301,1.25,exact,0.000374041462589084,0.0018625055521891173,0.0019670452226241064,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,301,1.25,born,0.0005695300538579398,0.0016645006098775553,0.0018599075923528723,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,302,0.625,exact,0.001421530997350817,0.0010122985754848182,0.0009764929169728647,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,302,0.625,born,0.0014778116333901913,0.0010556627453860358,0.0009958450459845232,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,302,1.25,exact,0.003548657584311373,0.002601142226175848,0.0021984343438360746,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,302,1.25,born,0.0042122788345508415,0.0026276864489309984,0.0022383443795738677,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,303,0.625,exact,7.644285585393693e-05,0.0003562215768246892,0.0007341774852743795,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,303,0.625,born,3.577267323199165e-05,0.00027474189059295215,0.0006470695835568014,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,303,1.25,exact,0.0011854928760693785,0.0019803270560056494,0.0020481314162200666,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,303,1.25,born,0.0010872529151822073,0.0016605810607412924,0.0018455106579036012,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,304,0.625,exact,0.0028147190958456927,0.0017773729704462378,0.0017807810452019476,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,304,0.625,born,0.0024552209566687457,0.0013106829339595385,0.0014080812199716132,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,304,1.25,exact,0.0038349517277923594,0.004865116222772126,0.004023444932136519,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,304,1.25,born,0.002978690088373072,0.0037352579141303097,0.003262180279555935,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,305,0.625,exact,0.00039279260246263354,0.0008892391210713691,0.0012201024392840517,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,305,0.625,born,0.00014922119228323637,0.0004808734017383047,0.0008657911856735633,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,305,1.25,exact,0.003515085058858077,0.0034036482371047547,0.003162640526709283,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,305,1.25,born,0.002177517246597286,0.0022419846054271475,0.002378898876952068,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,306,0.625,exact,0.003512883519735457,0.002072677739804322,0.002032566543862021,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,306,0.625,born,0.002933908208795403,0.0015673225298066032,0.0016164061756833486,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,306,1.25,exact,0.006324011078942064,0.005303911561849561,0.004547095323234823,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,306,1.25,born,0.004718208838206962,0.004072206746381006,0.0036967151241644267,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,307,0.625,exact,0.00013026230487440084,0.00038873179608539337,0.0005179356379854358,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,307,0.625,born,3.6779088298331627e-05,0.000408963340116674,0.0005500327588195389,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,307,1.25,exact,0.0019482360630103154,0.001343101301155051,0.001344283063908984,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,307,1.25,born,0.0023225017166248205,0.001477423971496733,0.001440510788418651,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,308,0.625,exact,0.004316779683020975,0.002298319620510814,0.0020104510212975127,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,308,0.625,born,0.003994918411533359,0.001982772112882691,0.0017676273708008353,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,308,1.25,exact,0.006449269626142387,0.005124390318162127,0.004233210002511735,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,308,1.25,born,0.00585005030186786,0.004468302208678181,0.0037682084865770286,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,309,0.625,exact,8.385541972109501e-05,0.0006658664702891238,0.0009891771504792481,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,309,0.625,born,6.216387917076926e-05,0.0003577864633917705,0.0007292184291105937,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,309,1.25,exact,0.0025648113087402124,0.002648790715858575,0.002627644904465845,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,309,1.25,born,0.0014583393925834904,0.001802136999882344,0.002057558951835013,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,310,0.625,exact,0.0008309221492575981,0.0007735814322357319,0.0009502637451599432,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,310,0.625,born,0.000523073509707733,0.0005125061894040783,0.0007555568627503388,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,310,1.25,exact,0.0031840362731962815,0.002530872172325215,0.0023557801741475332,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,310,1.25,born,0.002007005916190344,0.0019484652884558349,0.001967013582595516,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,311,0.625,exact,0.0011290891926079875,0.0007758698775327416,0.000995282368109563,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,311,0.625,born,0.0009862253668679736,0.0005157869589443413,0.0007507941210253664,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,311,1.25,exact,0.001492961430604754,0.0025087228510654743,0.0024670246598177538,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,311,1.25,born,0.0011504547929020296,0.0016963874119362717,0.0019322241815384739,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,312,0.625,exact,0.00028552663824867893,0.0008293875454735738,0.0011433999853770946,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,312,0.625,born,0.0006693300501939947,0.0008405605643645335,0.0010874831268540847,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,312,1.25,exact,0.002865313358322836,0.003370049660076735,0.0029645789891337895,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,312,1.25,born,0.003238455603864733,0.003046483061537068,0.0027542148408993437,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,313,0.625,exact,0.005405292289685486,0.0022731377898922,0.001812538709805755,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,313,0.625,born,0.00589264673850223,0.002407817082241478,0.0018677839556614222,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,313,1.25,exact,0.005739658594276632,0.004358757119915428,0.0035739139826503,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,313,1.25,born,0.00621222434248378,0.004378042513000583,0.0036114198133899633,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,314,0.625,exact,0.00066242573039525,0.0010292297315097777,0.0015392051210439833,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,314,0.625,born,0.00030929224733901534,0.0006632554745600504,0.0012250046125889483,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,314,1.25,exact,0.002452756496628377,0.004487409304525811,0.004016684868553052,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,314,1.25,born,0.001857253281717762,0.0035354808536994554,0.0033407613396898074,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,315,0.625,exact,0.0009654889211819157,0.001570419518472224,0.00153060129922468,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,315,0.625,born,0.0006753874939358932,0.0013362199516770076,0.0013425515185846453,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,315,1.25,exact,0.00753230699485269,0.004414001819550823,0.0035659184122863326,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,315,1.25,born,0.006993886503114706,0.0038720536070912777,0.003189565460105508,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,316,0.625,exact,0.002416362333862787,0.0015725919108330827,0.0016175102601466477,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,316,0.625,born,0.0033777496301516715,0.0016658221851961054,0.001621655820975396,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,316,1.25,exact,0.004140823981855796,0.004261536663281759,0.0037031794915345384,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,316,1.25,born,0.004521863129316541,0.0040708981267324204,0.0036050868440128405,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,317,0.625,exact,0.009585317029315272,0.004505739903428874,0.003601109462341072,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,317,0.625,born,0.01044020697468009,0.004507750643264555,0.003538192486080113,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,317,1.25,exact,0.010968739831430058,0.009002719550429993,0.007088111992953331,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,317,1.25,born,0.011585702607176802,0.008765829778998169,0.006919696058325644,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,318,0.625,exact,0.00019844636414279073,0.0006394816946890984,0.000920532062247394,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,318,0.625,born,0.0001999115627805475,0.00044054130294919033,0.0007546385717651522,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,318,1.25,exact,0.002698763369511194,0.0025126742513144865,0.002424934695138849,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,318,1.25,born,0.001882965257932875,0.0019386981589436406,0.0020556957545165913,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,319,0.625,exact,0.00561214704522385,0.002844598945512932,0.0023405011451937126,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,319,0.625,born,0.006140811604151544,0.003044441948034455,0.002455884551071944,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,319,1.25,exact,0.00839632819932549,0.005990577714925284,0.004771053327763506,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,319,1.25,born,0.00960986099376668,0.006254441408793308,0.004958456365986669,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,320,0.625,exact,0.0030941461965310843,0.0017517278714163757,0.0016329827372544533,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,320,0.625,born,0.002527134577913581,0.0014029699949876736,0.0014066828972329928,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,320,1.25,exact,0.004206163374810138,0.00431770010189605,0.00354951833274355,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,320,1.25,born,0.003490631491513325,0.0037798860229041145,0.0031820368879338307,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,321,0.625,exact,0.0009564462207573888,0.000748363306146607,0.0009220589724605157,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,321,0.625,born,0.0009375812018777158,0.000834995465919939,0.0009906612876901817,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,321,1.25,exact,0.0019913739084548077,0.002485598497891306,0.0022784436661731143,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,321,1.25,born,0.002788474313107699,0.0026906085855502907,0.0024365621459461057,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,322,0.625,exact,0.00047518205424949584,0.0010007589630825792,0.0012584886335798753,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,322,0.625,born,0.00039083331710715416,0.0006842459080432255,0.0009832054154701032,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,322,1.25,exact,0.0025960290151433047,0.0037964129776620276,0.0031640307565811814,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,322,1.25,born,0.0022225149322865293,0.0028879413250077076,0.0025582024208488773,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,323,0.625,exact,0.0020280794999701607,0.0013878493498229048,0.001365985531620542,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,323,0.625,born,0.0025857360337821784,0.0014064479601797047,0.0013352258679693427,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,323,1.25,exact,0.00406114503712764,0.003682027267740056,0.003087397852428681,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,323,1.25,born,0.004081430752120241,0.0034721595213098207,0.00295410464102481,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,324,0.625,exact,0.0012711865693752903,0.00109193244787232,0.001295145748661078,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,324,0.625,born,0.0009196484741209278,0.0006519206873851029,0.0009406872094562379,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,324,1.25,exact,0.002813999250814754,0.003449915031734533,0.0031359150241327175,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,324,1.25,born,0.0015398081091158268,0.002437024412840555,0.0024186634159364196,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,325,0.625,exact,0.0016633636587567544,0.0010248776690198217,0.0011157457490864385,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,325,0.625,born,0.002095512861479021,0.0011673419426178884,0.0012520817125184617,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,325,1.25,exact,0.003367484075345167,0.002724433838216771,0.002600432521021662,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,325,1.25,born,0.003899265422484575,0.003100890811744966,0.0029148285091267186,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,326,0.625,exact,0.0002577949285542018,0.0004887007524884525,0.0009097624698575482,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,326,0.625,born,0.0006692465216600319,0.0004724216005401039,0.0008384941249687056,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,326,1.25,exact,0.0010212577382306591,0.0024670711119715812,0.002483188329649026,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,326,1.25,born,0.0012667359499718147,0.002082846732778842,0.002250106027071332,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,327,0.625,exact,0.0009402037700652384,0.0010425700428695122,0.0012135427777141452,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,327,0.625,born,0.0005585934714149005,0.0005451872119433061,0.0008226693252311833,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,327,1.25,exact,0.0019396624877018758,0.0033881959314279574,0.0029345897240333763,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,327,1.25,born,0.0009514083758359087,0.0022918786025514855,0.0021549819556478896,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,328,0.625,exact,0.002023272325776598,0.001424564140480014,0.0014387223176972861,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,328,0.625,born,0.001431546025675057,0.0009089528460886309,0.0010753930634842803,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,328,1.25,exact,0.0038353327439369376,0.003582200441451229,0.003252359923324667,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,328,1.25,born,0.002383852268424009,0.0027610581585705116,0.0026168868551132277,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,329,0.625,exact,0.0005499107759457684,0.0010064532672134534,0.001542900215022675,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,329,0.625,born,0.0007260366085743468,0.0010466464634821086,0.0014899192506852416,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,329,1.25,exact,0.0033160578963843763,0.004403959120564758,0.004070161931826386,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,329,1.25,born,0.004631818164915101,0.004040625079240389,0.0038651379382070666,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,330,0.625,exact,0.0026800254896183536,0.0014201479942339338,0.001455341563172188,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,330,0.625,born,0.0020814668717097605,0.0010842390841869559,0.0012339745395789086,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,330,1.25,exact,0.003398978588516239,0.0036660845652061397,0.0033076900123837094,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,330,1.25,born,0.0025718976079063672,0.0030869164397314044,0.002929221031151315,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,331,0.625,exact,0.0022387875744812446,0.001593242109447103,0.0015766202693855576,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,331,0.625,born,0.0018773367842134024,0.0010215420007782439,0.0011413333208082712,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,331,1.25,exact,0.005266670092683973,0.004043597950089875,0.003577080048438958,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,331,1.25,born,0.002929897495475466,0.002770618316364148,0.002704958440595138,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,332,0.625,exact,0.0037747856207226106,0.0019584951160310205,0.001938457027243656,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,332,0.625,born,0.005303577652628727,0.0026193580438432355,0.002347476907311297,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,332,1.25,exact,0.004737678784472751,0.005205841299278197,0.004356757059283414,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,332,1.25,born,0.006590722054426928,0.006123511417164147,0.00500911863925603,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,333,0.625,exact,0.0025255713621297146,0.0012993217683840027,0.001364464586751133,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,333,0.625,born,0.0022915567447485833,0.0011843561010903526,0.0012453125591462076,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,333,1.25,exact,0.0036460145903856713,0.0034170099146493254,0.0031374572515881095,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,333,1.25,born,0.003631650583838274,0.0030166549460814577,0.0028701094431192843,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,334,0.625,exact,0.004108028544943685,0.0024448520103246586,0.0023878460887367986,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,334,0.625,born,0.002900436529275626,0.001763329423754929,0.0019002210393888384,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,334,1.25,exact,0.004885106787668271,0.006434912242667716,0.005315287489695169,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,334,1.25,born,0.004236225904087922,0.005175042793031132,0.004442601641021128,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,335,0.625,exact,0.00016546668221584723,0.0006212178229761813,0.0008677838757158622,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,335,0.625,born,4.675454167002464e-05,0.0003671150495730956,0.0006628319584607,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,335,1.25,exact,0.002584724463628359,0.002423985625577459,0.002262581261584651,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,335,1.25,born,0.0018444252801231764,0.0017645048168906695,0.0018211879894494518,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,336,0.625,exact,0.0005261244147558727,0.0011572415947974089,0.0013348304369802167,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,336,0.625,born,0.00022504064126175672,0.0008067693322969824,0.001055008070153385,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,336,1.25,exact,0.004103728219666628,0.004039608986275027,0.003296596100592809,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,336,1.25,born,0.0030745026966619207,0.003164763620361382,0.002710970286724993,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,337,0.625,exact,0.0014204390110325294,0.002048174371153554,0.0020463173394900305,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,337,0.625,born,0.001457710643473977,0.001724044639196338,0.0017794556085420422,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,337,1.25,exact,0.0077551951098700726,0.00573793409627874,0.00476603462913857,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,337,1.25,born,0.007695079602561511,0.004979261801662913,0.004220266642681151,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,338,0.625,exact,0.0007117892997985045,0.0005797168598916088,0.0008180877551249472,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,338,0.625,born,0.0006402273463055848,0.0004934078388853224,0.0007715059301641055,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,338,1.25,exact,0.0012769064509682957,0.0020246318922603453,0.0020966807113515194,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,338,1.25,born,0.001376016702880467,0.0018995386400602371,0.0020343643774224703,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,339,0.625,exact,0.0003330307328516889,0.0011656073782326166,0.001371182652560702,40.0,40.0,4,0.002109375,4.366035461425789e-06
