sample,components,mean_threshold,variance_threshold,variance_to_mean_squared
463,6,0.8697631480411584,4.110217899931726,5.433289437784363
464,2,1.2628181737752835,1.6647032109703246,1.0438910412326383
465,7,1.3265443126159155,11.622333563035463,6.604650055634704
466,4,1.068645722368395,3.0870527305957323,2.7031898275214052
467,2,1.7932354827393677,13.205500230937842,4.106579263565692
468,8,2.081257767970542,16.778260508490654,3.8734253421386415
469,3,5.864803041861102,37.69412349152192,1.095889549632993
470,4,1.6114018676597042,2.9421992072393826,1.13308984883562
471,6,2.2299074922120665,7.630101221544856,1.5344636539428032
472,3,0.35672417500656095,0.2388941978301955,1.8773295553076401
473,8,0.9776700207976203,2.831958624408518,2.9627998056336544
474,2,0.5148688783389739,0.4051346104073213,1.528291028189174
475,8,0.7754930688038881,2.144378920602904,3.565707285292532
476,5,1.72288235017687,10.815210409609849,3.6435415723375586
477,4,0.329588310113454,0.17934409659975098,1.6509863643084703
478,7,2.1074839626368083,11.86628180490769,2.6716902220392966
479,8,2.729847035840982,21.915696083579267,2.9408890766248454
480,7,0.5370912192851371,0.8208708698518159,2.8456320235256904
481,4,1.7588662032427382,5.329632871759422,1.7227873968924774
482,2,0.5477523640813352,0.30710219159415314,1.0235625662138166
483,5,1.2712848308557554,4.423439796515389,2.736997438312287
484,4,1.4407414399727525,5.325807206212422,2.5657441364685662
485,7,1.674780105325044,9.477063951235774,3.378766851189649
486,8,1.7441743779620646,8.566247383500901,2.8158583713643424
487,5,2.37405519987598,13.30839003437563,2.361260461862767
488,5,4.687884565898511,36.856739927377916,1.6771159911163966
489,4,3.3929520497846,13.427695078678406,1.1663960126801671
490,6,1.2818765746112413,7.239384318848714,4.405642067352589
491,6,2.1259096205818127,10.346528680172245,2.2893124565539074
492,8,2.51551438917487,17.645942173505354,2.788632213282701
493,2,0.4492857029256161,0.2571311611435817,1.2738242531166826
494,6,2.1397768687316896,7.693729393780928,1.6803506961541377
495,3,0.4248346405260385,0.25871415536867814,1.4334427377687524
496,2,4.457372251667962,21.00539348137672,1.0572386002753855
497,2,0.531399185368042,0.47052459908833827,1.6662515434994156
498,3,0.27124518195812314,0.22654270317284925,3.0791157341206428
499,4,4.493203088149803,26.111743194146467,1.2933729342866074
